fill	x	y	xmin	xmax	ymin	ymax
#A7A7A7	2.5	1	2.375	2.625	0.75	1.25
#C2C2C2	2.75	1.5	2.625	2.875	1.25	1.75
#FFFFFF	2.5	2	2.375	2.625	1.75	2.25
#D8D8D8	3.25	2	3.125	3.375	1.75	2.25
#C2C2C2	2.25	1.5	2.125	2.375	1.25	1.75
#969696	2.75	1	2.625	2.875	0.75	1.25
#5E5E5E	1.75	0	1.625	1.875	-0.25	0.25
#C2C2C2	2	1	1.875	2.125	0.75	1.25
#D8D8D8	3	1.5	2.875	3.125	1.25	1.75
#303030	1.5	0	1.375	1.625	-0.25	0.25
#FFFFFF	3	2	2.875	3.125	1.75	2.25
#676767	2	0	1.875	2.125	-0.25	0.25
#D8D8D8	3	0	2.875	3.125	-0.25	0.25
#242424	0.75	0	0.625	0.875	-0.25	0.25
#D8D8D8	3.25	1.5	3.125	3.375	1.25	1.75
#9E9E9E	2.5	0	2.375	2.625	-0.25	0.25
#A7A7A7	3	1	2.875	3.125	0.75	1.25
#7B7B7B	2.25	0	2.125	2.375	-0.25	0.25
#777777	2.25	1	2.125	2.375	0.75	1.25
#363636	1.25	0	1.125	1.375	-0.25	0.25
#969696	1.75	1	1.625	1.875	0.75	1.25
#FFFFFF	2	2	1.875	2.125	1.75	2.25
#1E1E1E	0.5	0	0.375	0.625	-0.25	0.25
#D8D8D8	2.5	1.5	2.375	2.625	1.25	1.75
#2D2D2D	1	0	0.875	1.125	-0.25	0.25
#8F8F8F	1.5	1	1.375	1.625	0.75	1.25
#282828	0.25	0	0.125	0.375	-0.25	0.25
#D8D8D8	2.25	2	2.125	2.375	1.75	2.25
#A7A7A7	1.25	1	1.125	1.375	0.75	1.25
#FFFFFF	2.75	2	2.625	2.875	1.75	2.25
#FFFFFF	1.5	2	1.375	1.625	1.75	2.25
#969696	1	1	0.875	1.125	0.75	1.25
#FFFFFF	2.75	0	2.625	2.875	-0.25	0.25
#D8D8D8	0.75	1.5	0.625	0.875	1.25	1.75
#C2C2C2	0.75	1	0.625	0.875	0.75	1.25
#000000	0	0	-0.125	0.125	-0.25	0.25
#C2C2C2	0.5	1	0.375	0.625	0.75	1.25
