x	y	clickSelects	showSelected1
-0.0185573714976952	1	1	log2(tiles)=1.00 log10(pixels)=2.50
0.00204844781943869	1	2	log2(tiles)=1.50 log10(pixels)=2.75
0.112783856719735	1	3	log2(tiles)=2.00 log10(pixels)=2.50
-0.0394139750948437	1	4	log2(tiles)=2.00 log10(pixels)=3.25
-0.00696195131370558	1	5	log2(tiles)=1.50 log10(pixels)=2.25
-0.122634143407268	1	6	log2(tiles)=1.00 log10(pixels)=2.75
-0.00963731050575611	1	7	log2(tiles)=0.00 log10(pixels)=1.75
-0.0510299956639813	1	8	log2(tiles)=0.00 log10(pixels)=1.75
0.0374264979406238	1	9	log2(tiles)=1.00 log10(pixels)=2.00
0.0170333392987803	1	10	log2(tiles)=1.50 log10(pixels)=3.00
-0.0528419686577808	1	11	log2(tiles)=0.00 log10(pixels)=1.50
0.123198075031999	1	12	log2(tiles)=2.00 log10(pixels)=3.00
-0.1249387366083	1	13	log2(tiles)=0.00 log10(pixels)=2.00
-0.0433514207947967	1	14	log2(tiles)=0.00 log10(pixels)=3.00
-0.0824944904474534	1	15	log2(tiles)=0.00 log10(pixels)=3.00
-0.0624792791635369	1	16	log2(tiles)=1.50 log10(pixels)=2.25
0.0950980400142568	1	17	log2(tiles)=0.00 log10(pixels)=0.75
-0.0910351573355648	1	18	log2(tiles)=1.00 log10(pixels)=2.75
-0.063608784304507	1	19	log2(tiles)=1.50 log10(pixels)=3.25
0.0965970956264601	1	20	log2(tiles)=1.00 log10(pixels)=2.50
0.0747764624755458	1	21	log2(tiles)=1.50 log10(pixels)=2.75
0.0138726768652235	1	22	log2(tiles)=2.00 log10(pixels)=3.25
0.0854607295085006	1	23	log2(tiles)=0.00 log10(pixels)=2.50
-0.0705810742857072	1	24	log2(tiles)=0.00 log10(pixels)=2.00
-0.0644927341752872	1	25	log2(tiles)=1.00 log10(pixels)=3.00
-0.00963731050575611	2	26	log2(tiles)=0.00 log10(pixels)=1.75
0.00560944536028041	1	27	log2(tiles)=1.00 log10(pixels)=3.00
-0.0376020021010439	1	28	log2(tiles)=0.00 log10(pixels)=2.50
-0.122895201635192	1	29	log2(tiles)=0.00 log10(pixels)=2.25
0.0264618041732443	1	30	log2(tiles)=1.00 log10(pixels)=2.25
0.0314789170422551	1	31	log2(tiles)=0.00 log10(pixels)=1.50
-0.0359513205880586	1	32	log2(tiles)=1.50 log10(pixels)=3.25
0.0791812460476247	1	33	log2(tiles)=0.00 log10(pixels)=2.00
0.112783856719735	1	34	log2(tiles)=0.00 log10(pixels)=1.50
-0.116461091629783	1	35	log2(tiles)=0.00 log10(pixels)=2.25
0.0287536009528289	1	36	log2(tiles)=0.00 log10(pixels)=1.25
-0.0886319977650252	1	37	log2(tiles)=1.00 log10(pixels)=2.25
-0.0536436112666676	1	38	log2(tiles)=1.00 log10(pixels)=2.75
0.107332496431269	1	39	log2(tiles)=1.00 log10(pixels)=1.75
0.0943922736851106	1	40	log2(tiles)=0.00 log10(pixels)=2.25
-0.119186407719209	1	41	log2(tiles)=0.00 log10(pixels)=2.00
0.112131379313037	1	42	log2(tiles)=1.00 log10(pixels)=2.75
0.0293837776852097	1	43	log2(tiles)=2.00 log10(pixels)=2.00
0.107549129744686	1	44	log2(tiles)=1.50 log10(pixels)=3.00
0.119231719730976	1	45	log2(tiles)=0.00 log10(pixels)=1.75
0.106381365110605	1	46	log2(tiles)=0.00 log10(pixels)=2.50
0.110338006570994	1	47	log2(tiles)=1.00 log10(pixels)=2.75
-0.0228787452803376	1	48	log2(tiles)=0.00 log10(pixels)=0.50
0.0701462861110538	1	49	log2(tiles)=0.00 log10(pixels)=2.25
0.0100713879850747	1	50	log2(tiles)=0.00 log10(pixels)=2.25
-0.0513429130455774	1	51	log2(tiles)=1.00 log10(pixels)=2.25
-0.0257241303992108	1	52	log2(tiles)=0.00 log10(pixels)=1.75
0.0281512503836436	1	53	log2(tiles)=0.00 log10(pixels)=0.75
-0.10790539730952	1	54	log2(tiles)=0.00 log10(pixels)=2.00
0.119231719730976	1	55	log2(tiles)=1.00 log10(pixels)=1.75
0.0422560713564759	1	56	log2(tiles)=1.00 log10(pixels)=2.25
-0.0170038896078464	1	57	log2(tiles)=1.00 log10(pixels)=2.25
-0.0816987086802548	1	58	log2(tiles)=0.00 log10(pixels)=2.50
0.102059991327962	1	59	log2(tiles)=0.00 log10(pixels)=0.50
0.102059991327962	2	60	log2(tiles)=0.00 log10(pixels)=0.50
0.102059991327962	3	61	log2(tiles)=0.00 log10(pixels)=0.50
0.110252917353403	1	62	log2(tiles)=1.00 log10(pixels)=3.00
-0.080044251510242	1	63	log2(tiles)=1.00 log10(pixels)=2.50
-0.0985994592184558	1	64	log2(tiles)=1.50 log10(pixels)=2.50
0.0642475957319202	1	65	log2(tiles)=1.00 log10(pixels)=2.75
-0.102059991327963	1	66	log2(tiles)=0.00 log10(pixels)=2.50
0.021841606536499	1	67	log2(tiles)=0.00 log10(pixels)=2.25
0.0413926851582249	1	68	log2(tiles)=0.00 log10(pixels)=1.00
-0.0228787452803376	2	69	log2(tiles)=0.00 log10(pixels)=0.50
-0.00863830616572736	1	70	log2(tiles)=0.00 log10(pixels)=1.50
0.123249290397901	1	71	log2(tiles)=0.00 log10(pixels)=1.50
0.0281512503836436	2	72	log2(tiles)=0.00 log10(pixels)=0.75
0.119231719730976	2	73	log2(tiles)=0.00 log10(pixels)=1.75
-0.0195510786217261	1	74	log2(tiles)=0.00 log10(pixels)=1.25
-0.085026652029182	1	75	log2(tiles)=0.00 log10(pixels)=1.50
-0.119788758288394	1	76	log2(tiles)=0.00 log10(pixels)=1.50
0.00587485567249146	1	77	log2(tiles)=1.00 log10(pixels)=1.75
0.0950980400142568	2	78	log2(tiles)=0.00 log10(pixels)=0.75
-0.0528419686577808	2	79	log2(tiles)=0.00 log10(pixels)=1.50
-0.085026652029182	2	80	log2(tiles)=0.00 log10(pixels)=1.50
-0.0376020021010439	1	81	log2(tiles)=1.00 log10(pixels)=1.50
-0.0598039199714864	1	82	log2(tiles)=0.00 log10(pixels)=1.75
0.0185139398778875	1	83	log2(tiles)=1.00 log10(pixels)=1.50
0.0797835966168101	1	84	log2(tiles)=0.00 log10(pixels)=1.50
0.0510299956639812	1	85	log2(tiles)=0.00 log10(pixels)=0.25
0.00527250510330601	1	86	log2(tiles)=0.00 log10(pixels)=1.25
-0.0686362358410126	1	87	log2(tiles)=0.00 log10(pixels)=1.50
0.0281512503836436	1	88	log2(tiles)=0.00 log10(pixels)=1.75
-0.0506099933550872	1	89	log2(tiles)=0.00 log10(pixels)=2.00
0.102059991327963	1	90	log2(tiles)=0.00 log10(pixels)=1.50
0.00527250510330601	1	91	log2(tiles)=1.00 log10(pixels)=2.25
-0.119666231504994	1	92	log2(tiles)=1.00 log10(pixels)=2.25
-0.0228787452803376	3	93	log2(tiles)=0.00 log10(pixels)=0.50
-0.0043648054024501	1	94	log2(tiles)=0.00 log10(pixels)=2.00
