group	x	y	clickSelects
480	-45.25	48.75	4
480	-45.25	49.25	4
480	-41.75	49.25	4
480	-41.25	48.75	4
480	-41.25	48.25	4
480	-41.75	47.75	4
480	-41.75	47.25	4
480	-40.25	45.75	4
480	-39.75	45.75	4
480	-39.25	46.25	4
480	-38.75	46.25	4
480	-38.25	45.75	4
480	-38.25	45.25	4
480	-38.75	44.75	4
480	-39.75	44.75	4
480	-40.25	44.25	4
480	-40.75	44.25	4
480	-41.25	44.75	4
480	-42.25	44.75	4
480	-42.75	45.25	4
480	-42.75	46.25	4
480	-43.75	46.25	4
480	-44.25	46.75	4
480	-45.25	46.75	4
480	-45.25	48.75	4
483	-34.25	48.75	4
483	-34.25	49.25	4
483	-33.75	49.25	4
483	-33.75	48.75	4
483	-34.25	48.75	4
484	-33.25	49.25	4
484	-33.25	48.75	4
484	-32.75	48.75	4
484	-32.75	49.25	4
484	-33.25	49.25	4
485	-32.25	49.25	4
485	-32.25	48.75	4
485	-31.75	48.75	4
485	-31.75	49.25	4
485	-32.25	49.25	4
167	-45.25	45.75	19
167	-45.25	46.25	19
167	-44.75	46.75	19
167	-44.25	46.75	19
167	-43.75	46.25	19
167	-42.75	46.25	19
167	-42.75	45.25	19
167	-42.25	44.75	19
167	-41.25	44.75	19
167	-40.75	44.25	19
167	-40.25	44.25	19
167	-39.75	44.75	19
167	-38.75	44.75	19
167	-38.25	45.25	19
167	-38.25	45.75	19
167	-38.75	46.25	19
167	-39.25	46.25	19
167	-39.75	45.75	19
167	-40.25	45.75	19
167	-41.75	47.25	19
167	-41.75	47.75	19
167	-41.25	48.25	19
167	-41.25	49.25	19
167	-38.75	49.25	19
167	-38.75	48.25	19
167	-38.25	47.75	19
167	-37.75	47.75	19
167	-37.75	48.25	19
167	-38.25	48.75	19
167	-38.25	49.25	19
167	-34.75	49.25	19
167	-34.25	48.75	19
167	-31.25	48.75	19
167	-31.25	47.75	19
167	-30.25	47.75	19
167	-30.25	46.75	19
167	-29.75	46.75	19
167	-29.25	47.25	19
167	-29.25	48.25	19
167	-28.75	48.25	19
167	-27.75	47.25	19
167	-27.75	46.25	19
167	-26.75	45.25	19
167	-26.75	44.75	19
167	-27.75	44.75	19
167	-27.75	41.25	19
167	-27.25	40.75	19
167	-26.75	40.75	19
167	-26.75	41.75	19
167	-26.25	41.75	19
167	-25.75	41.25	19
167	-25.25	41.25	19
167	-24.75	41.75	19
167	-24.75	42.25	19
167	-25.25	42.75	19
167	-25.25	43.25	19
167	-24.75	43.25	19
167	-24.25	42.75	19
167	-23.75	42.75	19
167	-23.25	43.25	19
167	-23.25	44.75	19
167	-24.25	44.75	19
167	-24.25	45.25	19
167	-23.75	45.75	19
167	-22.25	45.75	19
167	-21.75	45.25	19
167	-21.25	45.25	19
167	-21.25	46.25	19
167	-20.25	46.25	19
167	-20.25	46.75	19
167	-20.75	47.25	19
167	-20.75	47.75	19
167	-20.25	48.25	19
167	-20.25	49.25	19
167	-18.75	49.25	19
167	-17.75	48.25	19
167	-16.75	48.25	19
167	-16.25	47.75	19
167	-15.75	47.75	19
167	-15.75	48.75	19
167	-14.25	48.75	19
167	-14.25	48.25	19
167	-15.25	47.25	19
167	-15.25	45.75	19
167	-14.75	45.25	19
167	-14.75	44.25	19
167	-13.75	44.25	19
167	-13.75	41.75	19
167	-14.25	41.25	19
167	-14.75	41.25	19
167	-14.75	42.25	19
167	-15.25	42.25	19
167	-16.25	41.25	19
167	-16.75	41.25	19
167	-17.25	41.75	19
167	-17.75	41.75	19
167	-18.25	41.25	19
167	-18.25	40.25	19
167	-18.75	39.75	19
167	-18.75	39.25	19
167	-17.75	39.25	19
167	-17.25	38.75	19
167	-16.25	38.75	19
167	-15.25	37.75	19
167	-14.25	37.75	19
167	-13.25	36.75	19
167	-13.25	36.25	19
167	-14.25	35.25	19
167	-14.25	34.75	19
167	-13.25	34.75	19
167	-13.25	33.75	19
167	-12.75	33.75	19
167	-12.25	34.25	19
167	-10.75	34.25	19
167	-9.25	32.75	19
167	-9.25	31.75	19
167	-8.25	31.75	19
167	-8.25	31.25	19
167	-8.75	30.75	19
167	-9.75	30.75	19
167	-10.25	30.25	19
167	-10.75	30.25	19
167	-10.75	30.75	19
167	-10.25	31.25	19
167	-10.25	31.75	19
167	-10.75	32.25	19
167	-10.75	33.25	19
167	-11.25	33.25	19
167	-11.75	32.75	19
167	-11.75	32.25	19
167	-11.25	31.75	19
167	-11.25	31.25	19
167	-12.75	31.25	19
167	-12.75	32.25	19
167	-13.75	32.25	19
167	-13.75	33.25	19
167	-15.25	33.25	19
167	-15.75	32.75	19
167	-15.75	32.25	19
167	-15.25	31.75	19
167	-14.25	31.75	19
167	-14.25	31.25	19
167	-14.75	30.75	19
167	-15.25	30.75	19
167	-16.25	31.75	19
167	-16.75	31.75	19
167	-17.75	30.75	19
167	-17.75	29.75	19
167	-18.75	28.75	19
167	-18.75	28.25	19
167	-18.25	27.75	19
167	-18.25	27.25	19
167	-18.75	26.75	19
167	-18.75	26.25	19
167	-18.25	26.25	19
167	-16.75	27.75	19
167	-16.75	28.25	19
167	-17.25	28.75	19
167	-17.25	29.25	19
167	-16.75	29.75	19
167	-15.25	29.75	19
167	-14.25	28.75	19
167	-14.25	27.75	19
167	-13.75	27.75	19
167	-13.25	28.25	19
167	-12.75	28.25	19
167	-12.75	27.75	19
167	-14.25	26.25	19
167	-14.25	25.25	19
167	-14.75	24.75	19
167	-15.25	24.75	19
167	-15.25	25.75	19
167	-16.75	25.75	19
167	-16.75	24.75	19
167	-17.25	24.25	19
167	-18.75	24.25	19
167	-18.75	25.25	19
167	-20.25	25.25	19
167	-20.25	24.25	19
167	-20.75	24.25	19
167	-21.25	24.75	19
167	-22.25	24.75	19
167	-22.25	25.75	19
167	-23.25	26.75	19
167	-23.75	26.75	19
167	-24.75	25.75	19
167	-24.75	25.25	19
167	-24.25	24.75	19
167	-24.25	23.75	19
167	-23.75	23.75	19
167	-23.25	24.25	19
167	-22.75	24.25	19
167	-21.75	23.25	19
167	-20.75	23.25	19
167	-20.25	22.75	19
167	-18.25	22.75	19
167	-18.25	22.25	19
167	-19.25	21.25	19
167	-20.25	21.25	19
167	-20.25	20.75	19
167	-19.75	20.25	19
167	-19.75	19.75	19
167	-20.75	18.75	19
167	-20.75	16.75	19
167	-21.25	16.75	19
167	-22.25	17.75	19
167	-22.75	17.75	19
167	-23.25	17.25	19
167	-23.25	16.25	19
167	-23.75	16.25	19
167	-24.75	17.25	19
167	-25.75	17.25	19
167	-25.75	17.75	19
167	-25.25	18.25	19
167	-24.75	18.25	19
167	-24.25	17.75	19
167	-23.75	17.75	19
167	-23.25	18.25	19
167	-23.25	18.75	19
167	-24.25	18.75	19
167	-24.25	19.25	19
167	-23.75	19.75	19
167	-23.75	20.75	19
167	-21.75	20.75	19
167	-21.75	22.25	19
167	-22.75	23.25	19
167	-23.25	23.25	19
167	-23.25	22.25	19
167	-24.25	21.25	19
167	-24.75	21.25	19
167	-24.75	21.75	19
167	-24.25	22.25	19
167	-24.25	22.75	19
167	-24.75	23.25	19
167	-25.25	23.25	19
167	-26.25	22.25	19
167	-26.25	21.75	19
167	-25.25	21.75	19
167	-25.25	19.25	19
167	-26.75	19.25	19
167	-26.75	20.25	19
167	-27.25	20.25	19
167	-27.75	19.75	19
167	-28.25	19.75	19
167	-28.25	20.75	19
167	-29.25	20.75	19
167	-29.25	21.25	19
167	-28.25	22.25	19
167	-28.25	22.75	19
167	-29.25	22.75	19
167	-29.75	23.25	19
167	-30.75	23.25	19
167	-30.75	23.75	19
167	-30.25	24.25	19
167	-28.25	24.25	19
167	-28.25	25.25	19
167	-27.25	26.25	19
167	-26.25	26.25	19
167	-25.75	26.75	19
167	-25.75	27.25	19
167	-26.75	27.25	19
167	-26.75	27.75	19
167	-25.75	28.75	19
167	-25.75	30.75	19
167	-24.75	31.75	19
167	-22.75	31.75	19
167	-21.75	32.75	19
167	-21.75	33.75	19
167	-20.75	34.75	19
167	-20.75	36.25	19
167	-21.75	36.25	19
167	-21.75	36.75	19
167	-20.75	37.75	19
167	-20.75	38.25	19
167	-22.25	39.75	19
167	-23.25	39.75	19
167	-24.25	40.75	19
167	-24.75	40.75	19
167	-24.75	40.25	19
167	-23.75	39.25	19
167	-23.75	38.75	19
167	-25.25	37.25	19
167	-26.25	37.25	19
167	-26.25	35.75	19
167	-24.75	34.25	19
167	-23.75	34.25	19
167	-23.25	33.75	19
167	-22.25	33.75	19
167	-22.25	33.25	19
167	-22.75	32.75	19
167	-24.25	32.75	19
167	-24.75	33.25	19
167	-25.25	33.25	19
167	-26.25	32.25	19
167	-26.75	32.25	19
167	-27.75	33.25	19
167	-27.75	35.75	19
167	-27.25	36.25	19
167	-27.25	38.75	19
167	-29.75	41.25	19
167	-30.25	41.25	19
167	-30.25	40.25	19
167	-30.75	40.25	19
167	-31.25	40.75	19
167	-31.75	40.75	19
167	-32.25	40.25	19
167	-32.25	39.25	19
167	-34.75	39.25	19
167	-34.75	40.25	19
167	-35.25	40.75	19
167	-35.25	41.25	19
167	-33.25	43.25	19
167	-33.25	43.75	19
167	-34.25	44.75	19
167	-34.25	45.75	19
167	-35.25	46.75	19
167	-36.75	46.75	19
167	-36.75	46.25	19
167	-36.25	45.75	19
167	-36.25	45.25	19
167	-37.25	45.25	19
167	-37.75	44.75	19
167	-37.75	44.25	19
167	-36.75	44.25	19
167	-36.75	42.75	19
167	-39.75	42.75	19
167	-41.25	41.25	19
167	-41.75	41.25	19
167	-41.75	41.75	19
167	-40.75	42.75	19
167	-40.75	43.25	19
167	-42.25	43.25	19
167	-42.25	42.25	19
167	-42.75	42.25	19
