fill	x	y	xmin	xmax	ymin	ymax
#000000	0	0	-0.125	0.125	-2.5	2.5
#676767	0.5	5	0.375	0.625	2.5	7.5
#6F6F6F	0.75	5	0.625	0.875	2.5	7.5
#838383	1	5	0.875	1.125	2.5	7.5
#1E1E1E	0.5	0	0.375	0.625	-2.5	2.5
#373737	0.75	0	0.625	0.875	-2.5	2.5
#0B0B0B	0.25	0	0.125	0.375	-2.5	2.5
#1F1F1F	-0.5	0	-0.625	-0.375	-2.5	2.5
#515151	-1	0	-1.125	-0.875	-2.5	2.5
#0C0C0C	-0.25	0	-0.375	-0.125	-2.5	2.5
#373737	-0.75	0	-0.875	-0.625	-2.5	2.5
#838383	-1.5	0	-1.625	-1.375	-2.5	2.5
#6E6E6E	-1.25	0	-1.375	-1.125	-2.5	2.5
#EAEAEA	-2.75	0	-2.875	-2.625	-2.5	2.5
#969696	-1.75	0	-1.875	-1.625	-2.5	2.5
#C9C9C9	-2.25	0	-2.375	-2.125	-2.5	2.5
#505050	1	0	0.875	1.125	-2.5	2.5
#8F8F8F	0.25	5	0.125	0.375	2.5	7.5
#A2A2A2	-1.25	5	-1.375	-1.125	2.5	7.5
#696969	1.25	0	1.125	1.375	-2.5	2.5
#808080	-0.75	5	-0.875	-0.625	2.5	7.5
#707070	-0.5	5	-0.625	-0.375	2.5	7.5
#8D8D8D	-1	5	-1.125	-0.875	2.5	7.5
#919191	-0.25	5	-0.375	-0.125	2.5	7.5
#9B9B9B	1.25	5	1.125	1.375	2.5	7.5
#888888	1.5	0	1.375	1.625	-2.5	2.5
#B0B0B0	2	0	1.875	2.125	-2.5	2.5
#DDDDDD	2.5	5	2.375	2.625	2.5	7.5
#929292	1.75	0	1.625	1.875	-2.5	2.5
#DDDDDD	2.75	0	2.625	2.875	-2.5	2.5
#FFFFFF	-0.75	15	-0.875	-0.625	12.5	17.5
#C9C9C9	-0.5	10	-0.625	-0.375	7.5	12.5
#B0B0B0	0.75	10	0.625	0.875	7.5	12.5
#CECECE	1	15	0.875	1.125	12.5	17.5
#B5B5B5	1	10	0.875	1.125	7.5	12.5
#B2B2B2	-2	0	-2.125	-1.875	-2.5	2.5
#FFFFFF	-4.75	5	-4.875	-4.625	2.5	7.5
#C4C4C4	-2.5	0	-2.625	-2.375	-2.5	2.5
#C4C4C4	2.25	0	2.125	2.375	-2.5	2.5
#FFFFFF	3.25	0	3.125	3.375	-2.5	2.5
#BDBDBD	2.5	0	2.375	2.625	-2.5	2.5
#DDDDDD	2	5	1.875	2.125	2.5	7.5
#C0C0C0	1.5	5	1.375	1.625	2.5	7.5
#C0C0C0	1.25	10	1.125	1.375	7.5	12.5
#DDDDDD	-1.5	5	-1.625	-1.375	2.5	7.5
#9B9B9B	-0.75	10	-0.875	-0.625	7.5	12.5
#DDDDDD	-1.75	5	-1.875	-1.625	2.5	7.5
#FFFFFF	-4.5	5	-4.625	-4.375	2.5	7.5
#EAEAEA	-2	5	-2.125	-1.875	2.5	7.5
#CECECE	-1	15	-1.125	-0.875	12.5	17.5
#A7A7A7	-1	10	-1.125	-0.875	7.5	12.5
#C9C9C9	-1.25	15	-1.375	-1.125	12.5	17.5
#FFFFFF	-1.5	10	-1.625	-1.375	7.5	12.5
#FFFFFF	3.75	0	3.625	3.875	-2.5	2.5
#CECECE	0.5	10	0.375	0.625	7.5	12.5
#FFFFFF	-2.5	5	-2.625	-2.375	2.5	7.5
#FFFFFF	1.75	5	1.625	1.875	2.5	7.5
#FFFFFF	-4	0	-4.125	-3.875	-2.5	2.5
#FFFFFF	2.25	5	2.125	2.375	2.5	7.5
#FFFFFF	3	0	2.875	3.125	-2.5	2.5
#DDDDDD	1.5	10	1.375	1.625	7.5	12.5
#FFFFFF	-1.5	25	-1.625	-1.375	22.5	27.5
#D5D5D5	-1.5	20	-1.625	-1.375	17.5	22.5
#CECECE	-1.25	10	-1.375	-1.125	7.5	12.5
#FFFFFF	2.75	5	2.625	2.875	2.5	7.5
#FFFFFF	4.75	5	4.625	4.875	2.5	7.5
#FFFFFF	-1.75	15	-1.875	-1.625	12.5	17.5
#FFFFFF	1.25	15	1.125	1.375	12.5	17.5
#FFFFFF	1.5	15	1.375	1.625	12.5	17.5
#EAEAEA	-1.25	20	-1.375	-1.125	17.5	22.5
